"module name","license","repository"
"@google-cloud/common@0.15.1","Apache-2.0","https://github.com/googleapis/nodejs-common"
"@google-cloud/vision@0.14.0","Apache-2.0","https://github.com/googleapis/nodejs-vision"
"@newrelic/native-metrics@2.1.2","LicenseRef-LICENSE","https://github.com/newrelic/node-native-metrics"
"@protobufjs/aspromise@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/base64@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/codegen@2.0.4","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/eventemitter@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/fetch@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/float@1.0.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/inquire@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/path@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/pool@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/utf8@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@types/long@3.0.32","MIT","https://www.github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@8.5.2","MIT","https://www.github.com/DefinitelyTyped/DefinitelyTyped"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"accept@2.1.4","BSD-3-Clause","https://github.com/hapijs/accept"
"agent-base@1.0.2","MIT","https://github.com/TooTallNate/node-agent-base"
"ajv@4.11.8","MIT","https://github.com/epoberezkin/ajv"
"ajv@5.2.3","MIT","https://github.com/epoberezkin/ajv"
"align-text@0.1.4","MIT","https://github.com/jonschlinkert/align-text"
"amdefine@1.0.1","BSD-3-Clause OR MIT","https://github.com/jrburke/amdefine"
"ammo@2.0.4","BSD-3-Clause","https://github.com/hapijs/ammo"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@2.2.1","MIT","https://github.com/chalk/ansi-styles"
"api-ocr@1.0.36","UNLICENSED","git://gitlab.com/taggun/api-ocr"
"apparatus@0.0.9","MIT","https://github.com/NaturalNode/apparatus"
"aproba@1.2.0","ISC","https://github.com/iarna/aproba"
"are-we-there-yet@1.1.4","ISC","https://github.com/iarna/are-we-there-yet"
"argparse@1.0.9","MIT","https://github.com/nodeca/argparse"
"arguejs@0.2.3","BSD*","https://github.com/zvictor/ArgueJS"
"array-union@1.0.2","MIT","https://github.com/sindresorhus/array-union"
"array-uniq@1.0.3","MIT","https://github.com/sindresorhus/array-uniq"
"arrify@1.0.1","MIT","https://github.com/sindresorhus/arrify"
"ascli@1.0.1","Apache-2.0","https://github.com/dcodeIO/ascli"
